Timestamp,Sender,Message,Type
2024-10-22 13:06:24,Gülbin,baya raadsın,Text
2024-10-22 13:06:32,Defne,cok porfesyonel,Text
2024-10-22 13:30:45,Duru,HAHZJWJZJWJS,Text
2024-10-22 13:31:13,Duru,cidden değil,Text
2024-10-22 13:31:19,Duru,bu vibe çok iyi,Text
2024-10-22 13:31:25,Duru,>>>>>>>,Text
2024-10-22 13:32:20,Defne,neysehhh secilmesem de deneyim bu,Text
2024-10-22 13:32:34,Defne,napionuz,Text
2024-10-22 13:32:36,Defne,alisverise gitcen,Text
2024-10-22 13:32:37,Defne,m,Text
2024-10-22 13:34:20,Duru,zateenn,Text
2024-10-22 13:34:25,Duru,kolt saati,Text
2024-10-22 13:35:09,Duru,slaayy,Text
2024-10-22 13:35:17,Defne,arkadaslar,Text
2024-10-22 13:35:20,Defne,ben bilet bulanadim,Text
2024-10-22 13:35:21,Defne,cok pahali,Text
2024-10-22 13:35:39,Defne,there's a slight chance i might be sitting this one out,Text
2024-10-22 13:36:59,Duru,guuuuuurrrrrlll🥲😭😭😭😭😭,Text
2024-10-22 13:37:22,Defne,ciddi cok yani,Text
2024-10-22 13:37:25,Defne,christmas oldugu icin cok,Text
2024-10-22 13:37:29,Duru,ama evet yani,Text
2024-10-22 13:37:35,Duru,onu da düşünmek lazım,Text
2024-10-22 13:37:47,Duru,daha random bi zamanda gelebilirsin belki onun yerine,Text
2024-10-22 13:37:50,Defne,evet,Text
2024-10-22 13:37:55,Defne,siz de,Text
2024-10-22 13:38:01,Defne,mommyi gormek istiyorum ama,Text
2024-10-22 13:38:07,Defne,😣,Text
2024-10-22 13:57:48,Duru,yaaaa😭😭😭😭,Text
2024-10-22 14:06:32,Gülbin,🥺🥺🥺,Text
2024-10-22 14:06:39,Gülbin,bulursun ya wizz air fslan yok mu,Text
2024-10-22 14:06:41,Gülbin,ya da sofya,Text
2024-10-22 14:13:16,Defne,of bakicam,Text
2024-10-22 14:16:56,Defne,bu bakisi asiri seksi durunun,Text
2024-10-22 14:17:52,Duru,o sırada sizin sağdaki nispet,Text
2024-10-22 14:17:59,Duru,🌝🫦,Text
2024-10-22 14:18:02,Gülbin,ay geçrekten,Text
2024-10-22 14:18:33,Defne,ya abi,Text
2024-10-22 14:18:38,Defne,supportive bf cok tatli,Text
2024-10-22 14:18:39,Defne,ben boyle,Text
2024-10-22 14:18:43,Defne,kendimi hep,Text
2024-10-22 14:18:46,Defne,degistiriyodum crushlarima,Text
2024-10-22 14:19:04,Defne,hani yaptigim her seyi anlatiyorum speechi asiri detayli anlattirdi ve boyle hayran proud,Text
2024-10-22 14:19:09,Defne,as it should beeee,Text
2024-10-22 14:19:14,Defne,hani kuculmeye calisiyodum,Text
2024-10-22 14:19:18,Defne,too much olma falan,Text
2024-10-22 14:19:19,Defne,idk,Text
2024-10-22 14:22:03,Defne,bitti mi kolt,Text
2024-10-22 14:47:39,Duru,yaaaa kanka tam olması gereken ilişki dinamiği cidden🥹🥹,Text
2024-10-22 14:47:55,Defne,both yellow and purple are welcome,Text
2024-10-22 14:47:55,Defne,HAHAH,Text
2024-10-22 14:47:58,Duru,🧿,Text
2024-10-22 14:48:09,Duru,yess online ders şimdi,Text
2024-10-22 14:48:16,Duru,bi tek bu dersim online,Text
2024-10-22 14:48:19,Defne,ben bugun meaning of life dersine gidicem,Text
2024-10-22 14:48:26,Defne,mete dedi niye sectin,Text
2024-10-22 14:48:38,Defne,first datelerde VE kizlarimla konusmak icin,Text
2024-10-22 14:48:40,Defne,sectim dedim,Text
2024-10-22 14:48:49,Duru,jadhsfdfjashdf çok iyiii,Text
2024-10-22 14:48:49,Defne,yani literally bunu dusunerek secmistim,Text
2024-10-22 14:48:50,Defne,egagwgwggqhq,Text
2024-10-22 14:48:59,Duru,hsdsfjhsjadshfdgas oha evet,Text
2024-10-22 14:49:12,Duru,ay hadi bakalımm merak ediyorum o dersi,Text
2024-10-22 14:49:25,Defne,erken cikip cafe crawla gidicem ehehhe,Text
2024-10-22 14:49:41,Duru,ay o da müko aktiviteee,Text
2024-10-22 14:49:43,Duru,kim düzenliyo,Text
2024-10-22 14:49:54,Defne,women in business club,Text
2024-10-22 15:02:06,Gülbin,SMDMDÖDÖ,Text
2024-10-22 15:02:28,Defne,simdi okula gidip milletle konussam mi,Text
2024-10-22 15:02:31,Defne,hem useniyorum off,Text
2024-10-22 15:02:39,Defne,yani okuldaki kafelerde,Text
2024-10-22 15:02:46,Defne,selam undergrand eng misiniz falan dite,Text
2024-10-22 15:02:51,Defne,hayvanlari sever mosiniz konusmasi,Text
2024-10-22 15:02:56,Defne,litfen yapma diyin,Text
2024-10-22 15:02:57,Defne,of,Text
2024-10-22 15:03:59,Defne,apionuz,Text
2024-10-22 15:03:59,Defne,n,Text
2024-10-22 15:10:20,Gülbin,SMDÖDÖDÖ,Text
2024-10-22 15:10:44,Gülbin,sen bilo queennama sosyalleşmek için de güzel bahane,Text
2024-10-22 15:10:50,Gülbin,dersteyim,Text
2024-10-22 15:10:51,Gülbin,sne,Text
2024-10-22 15:10:59,Gülbin,mediaval philosophy,Text
2024-10-22 15:11:00,Defne,iyi deniyim sikilirsam birakirim,Text
2024-10-22 15:11:03,Defne,OHAAA,Text
2024-10-22 15:11:05,Defne,COM HAVALI LANNNN,Text
2024-10-22 15:11:30,Gülbin,garip şeyler konuşupz,Text
2024-10-22 15:13:01,Defne,anlat,Text
2024-10-22 15:14:26,Gülbin,understanding falaj,Text
2024-10-22 15:14:30,Gülbin,beynimizde nelerin canlandığı,Text
2024-10-22 15:14:32,Defne,hm,Text
2024-10-22 15:14:35,Gülbin,how do we understand,Text
2024-10-22 15:14:37,Gülbin,bişiler,Text
2024-10-22 15:16:47,Defne,HAHHAA,Text
2024-10-22 15:16:51,Defne,boyle acip mi atalim,Text
2024-10-22 15:17:01,Gülbin,AJSMDMDÖCÖDÖ,Text
2024-10-22 15:17:03,Gülbin,eveeet,Text
2024-10-22 15:17:09,Defne,tamamm,Text
2024-10-22 15:17:16,Defne,simdi gidipm yurda,Text
2024-10-22 15:38:46,Gülbin,HEHEHEHEHE,Text
2024-10-22 15:38:53,Gülbin,frezzled english woman,Text
2024-10-22 15:38:57,Gülbin,my new obsession,Text
2024-10-22 15:41:42,Defne,FREZZLED,Text
2024-10-22 15:41:45,Defne,o ne bilmiyorum,Text
2024-10-22 16:02:34,Defne,2 tane thermodinamik kitabi olmasi,Text
2024-10-22 16:02:37,Defne,of aq,Text
2024-10-22 16:23:00,Gülbin,AJSMDM çok tatlı,Text
2024-10-22 16:23:19,Gülbin,ay çok beüendim,Text
2024-10-22 16:23:40,Defne,NE DIYOSUN,Text
2024-10-22 16:23:41,Defne,YYYA,Text
2024-10-22 16:25:15,Defne,inekler,Text
2024-10-22 16:30:19,Defne,not the kefir,Text
2024-10-22 16:35:07,Gülbin,SNSMDMDM,Text
2024-10-22 16:42:51,Gülbin,senin iced latte benim kefir,Text
2024-10-22 16:43:53,Defne,MDJAJHAHAHA,Text
2024-10-22 16:44:00,Defne,brommmm,Text
2024-10-22 16:44:44,Gülbin,brommmmmmmmm,Text
2024-10-22 16:45:39,Defne,SUDDDDEEEEEEHHHH,Text
2024-10-22 16:45:48,Gülbin,sudeeeeere,Text
2024-10-22 16:45:49,Gülbin,ANDMXMXM,Text
2024-10-22 16:45:55,Defne,KANKA BABABAHAHAHA,Text
2024-10-22 16:45:58,Defne,BERLIN COK IYI SECIM OLMADI,Text
2024-10-22 16:45:59,Defne,HAHAHHAHA,Text
2024-10-22 16:46:05,Defne,almanca ogrenmeye mi gitcek,Text
2024-10-22 16:46:07,Gülbin,ayn kank💪🏻💪🏻🌸🌸,Text
2024-10-22 16:46:12,Gülbin,kanka yalan söylüyo yaa,Text
2024-10-22 16:46:15,Gülbin,bi yere gittiği yok,Text
2024-10-22 16:46:17,Defne,JDJAJAAJAJA,Text
2024-10-22 16:46:17,Gülbin,boş boş dolanıyo,Text
2024-10-22 16:46:24,Defne,ben gitti almanyaya saniyodum,Text
2024-10-22 16:46:30,Gülbin,gidicekti sözde,Text
2024-10-22 16:46:33,Defne,olm,Text
2024-10-22 16:46:35,Defne,burdaki herkes,Text
2024-10-22 16:46:40,Defne,bpye girmeye calsiiyo staj icin,Text
2024-10-22 16:46:52,Defne,mete bpde calisiyomus ben bunu yeni ogreniyorum,Text
2024-10-22 16:46:53,Defne,MEBQBGWBQHWHWHA,Text
2024-10-22 16:47:01,Gülbin,ohaaaa,Text
2024-10-22 16:47:03,Gülbin,ajsmdkdmöcc,Text
2024-10-22 16:47:06,Defne,british petrol diyip duruyodu,Text
2024-10-22 16:47:13,Gülbin,i-,Text
2024-10-22 16:47:15,Defne,ben bu iki bilgiyi birlestiremedim,Text
2024-10-22 16:47:16,Defne,HAHHAHAHA,Text
2024-10-22 16:48:54,Defne,frassled me demek,Text
2024-10-22 16:48:55,Defne,z,Text
2024-10-22 16:48:58,Defne,SLAY AGA,Text
2024-10-22 16:49:01,Defne,ENGINEERIZ,Text
2024-10-22 16:49:14,Gülbin,yorgun,Text
2024-10-22 16:49:20,Defne,bu da cok huzel,Text
2024-10-22 16:49:23,Defne,accurate,Text
2024-10-22 16:49:33,Gülbin,bizim vibe en çok ona uyuyo,Text
2024-10-22 16:49:40,Defne,1 saate felsefe dersim var 🥲😝,Text
2024-10-22 16:49:47,Defne,bugun begenmezsem direkt dropluyorjm,Text
2024-10-22 16:49:52,Defne,hic ugrasamma,Text
2024-10-22 16:49:59,Gülbin,ahsndjdmxöxöcö,Text
2024-10-22 16:50:17,Defne,duru ve sana vintageligi cok uuyo,Text
2024-10-22 16:51:22,Gülbin,bence deee,Text
2024-10-22 16:54:36,Gülbin,Emre:,Text
2024-10-22 16:54:53,Defne,NE DIYOSUNNNN HELALLLLLL,Text
2024-10-22 16:55:30,Gülbin,hihihiih,Text
2024-10-22 17:12:49,Gülbin,çok yorgunum,Text
2024-10-22 17:12:52,Gülbin,yatmak istiyorum,Text
2024-10-22 17:13:40,Duru,ohaaaaa power couple abiiii,Text
2024-10-22 17:13:52,Duru,HWSHAHJWJAHJZJWJZJWEJ,Text
2024-10-22 17:14:29,Duru,heheheheh,Text
2024-10-22 17:14:31,Duru,🌝,Text
2024-10-22 17:14:42,Duru,OOO SLAY HOCAAAMMM,Text
2024-10-22 17:15:11,Gülbin,abi yerimde duramıyorum sıkıntıdannnnnn,Text
2024-10-22 17:15:17,Gülbin,ve yorgunluktan,Text
2024-10-22 17:15:25,Duru,yemek yicez aşkımmm,Text
2024-10-22 17:15:28,Duru,inş yemekhane güzeldir,Text
2024-10-22 17:15:35,Gülbin,iinşş,Text
2024-10-22 17:16:52,Duru,oha istiyorum izlemek ben de,Text
2024-10-22 17:17:04,Duru,HWJZJWDJJWJSJWJD,Text
2024-10-22 17:17:36,Duru,benimki: wwf kesesi,Text
2024-10-22 17:17:42,Duru,içinfe her şeyimib olduğu,Text
2024-10-22 17:17:43,Duru,HWJSJWDJAJSJWJ,Text
2024-10-22 17:17:56,Gülbin,AjAJSÖCÖ,Text
2024-10-22 17:18:20,Duru,so dark academia coded,Text
2024-10-22 19:42:09,Duru,benim sosyallik dürtüsünün geldiği nokta,Text
2024-10-22 19:42:10,Duru,shuttle beklerken önümdeki kız tanıdık geldi sonra yanındakiyle konuşmalarından falan anladım ki,Text
2024-10-22 19:42:14,Duru,geçen sene o bonus puan için katıldığım deneylerden birinde bu kız vardı görevli olarak,Text
2024-10-22 19:42:38,Duru,sonra shuttledan inince metro yürüyen merdiveninde arka arkayaydık ve omzuna dokunup konuştum hwzjahwh,Text
2024-10-22 19:43:40,Gülbin,AKSKDKDKDK kanka,Text
2024-10-22 19:43:55,Gülbin,ay ben de o shuttle sırasını beklemedim bu arada şükürrrr otostop çektim,Text
2024-10-22 19:44:26,Duru,böyle artık bi şey deme dürtüsü gelince demezsem içimde kalcak gibi düşünüp drekt yapmaya çalışıyorum,Text
2024-10-22 19:44:40,Duru,aaaaa niceeee,Text
2024-10-22 19:44:46,Duru,yakışıklı birisidir inş,Text
2024-10-22 19:44:51,Duru,arabasına bindiğin,Text
2024-10-22 19:45:15,Gülbin,iyiyyyydi,Text
2024-10-22 19:45:22,Gülbin,phdymiş anama,Text
2024-10-22 19:45:24,Gülbin,ama,Text
2024-10-22 19:45:28,Gülbin,yiğitin type,Text
2024-10-22 19:45:31,Gülbin,ajsmdmmdc,Text
2024-10-22 19:54:09,Duru,NEEEE,Text
2024-10-22 19:54:09,Duru,ohaa slaayyy,Text
2024-10-22 19:54:09,Duru,alsaydın instasını,Text
2024-10-22 20:02:28,Gülbin,aynnn,Text
2024-10-22 21:56:29,Defne,i took a 7 hour nap,Text
2024-10-22 21:56:51,Defne,maddssalllAAHHHH,Text
2024-10-22 21:57:00,Defne,yani senin de thpe,Text
2024-10-22 21:58:25,Gülbin,“nap”,Text
2024-10-22 21:58:29,Gülbin,AMSÖXÖÖX burcuuuu,Text
2024-10-22 22:01:53,Defne,JSJJAAHAH,Text
2024-10-22 22:01:56,Defne,bi rengi sevince sadakat,Text
2024-10-22 22:09:04,Gülbin,abi tavşanımmmmmmmmmmmmm,Text
2024-10-22 22:09:09,Gülbin,AJSMDMDMDM ÇOK TATLISIN,Text
2024-10-22 22:12:33,Zeynep,KANKAKSKAKSJQKSJAKSJ,Text
2024-10-22 22:12:35,Zeynep,DELİRCEM,Text
2024-10-22 22:12:39,Gülbin,AMSMDMCMÖFÖCÖC,Text
2024-10-22 22:12:43,Zeynep,çakal merhabaa,Text
2024-10-22 22:13:10,Defne,masaalllah kuzummmm,Text
2024-10-22 22:13:23,Defne,nerdesin ben anlamadim,Text
2024-10-22 22:13:27,Zeynep,tam bi kuzu bu arada aq,Text
2024-10-22 22:13:33,Zeynep,karo tuvo,Text
2024-10-22 22:13:34,Gülbin,karavan,Text
2024-10-22 22:13:38,Zeynep,mmğğhhhhh,Text
2024-10-22 22:13:44,Defne,oraya hic benzetemedim ondan,Text
2024-10-22 22:13:45,Gülbin,evvvvvvv,Text
2024-10-22 22:13:50,Zeynep,evvvvvvv,Text
2024-10-22 22:13:51,Defne,gidip uzum alcam,Text
2024-10-22 22:13:52,Zeynep,😩😩😩😩😩,Text
2024-10-22 22:13:56,Zeynep,of kanka çok özledim,Text
2024-10-22 22:13:58,Zeynep,ağlıcam,Text
2024-10-22 22:14:04,Zeynep,akankqjskwjsksj,Text
2024-10-22 22:14:07,Zeynep,al aşkm,Text
2024-10-22 22:14:15,Gülbin,EVLATTTTT,Text
2024-10-22 22:14:24,Defne,zeynep,Text
2024-10-22 22:14:27,Defne,sen ne zaman geliyosun,Text
2024-10-22 22:14:31,Defne,kimi be,Text
2024-10-22 22:14:33,Defne,finn?,Text
2024-10-22 22:16:01,Gülbin,arkadaşlar bismillah,Text
2024-10-22 22:16:06,Gülbin,lab1 notuma bakıyoruz,Text
2024-10-22 22:16:08,Gülbin,çok kötü geçmişti,Text
2024-10-22 22:16:14,Defne,AYYY HADI BAKALIMMM,Text
2024-10-22 22:16:40,Zeynep,KANKAKAKSJAKSKS,Text
2024-10-22 22:16:48,Zeynep,AY FİNN Mİ KALDI SEN DE GÜLBEN,Text
2024-10-22 22:16:50,Zeynep,AQ,Text
2024-10-22 22:16:55,Zeynep,yeter yeni birini istiyorum,Text
2024-10-22 22:17:00,Zeynep,ben sizi özledim,Text
2024-10-22 22:17:05,Zeynep,😩😩😩😩😩,Text
2024-10-22 22:17:06,Gülbin,hihihiihih,Text
2024-10-22 22:17:08,Defne,IHIIHIHIH,Text
2024-10-22 22:17:11,Zeynep,AY,Text
2024-10-22 22:17:11,Defne,BEN DE SIZIZIIZZIHHH,Text
2024-10-22 22:17:21,Gülbin,0-100 arası her şey mümkün,Text
2024-10-22 22:17:26,Gülbin,79 guys,Text
2024-10-22 22:17:30,Zeynep,ay tavşan tanemmmm ihihihiih,Text
2024-10-22 22:17:31,Gülbin,ne düşünüyoruz,Text
2024-10-22 22:17:34,Gülbin,nası yapsak,Text
2024-10-22 22:17:36,Zeynep,AAAAĞĞĞĞ,Text
2024-10-22 22:17:40,Defne,E COK IYI,Text
2024-10-22 22:17:42,Zeynep,ömrümde görmediğim bi boy,Text
2024-10-22 22:17:42,Defne,COK IYI DEGIL MI,Text
2024-10-22 22:17:44,Zeynep,not,Text
2024-10-22 22:17:44,Defne,ASIRI IYI,Text
2024-10-22 22:17:47,Zeynep,AŞIRI İYİ,Text
2024-10-22 22:17:48,Gülbin,ay tamam valla hiç üzülmedim,Text
2024-10-22 22:17:50,Zeynep,YARAK,Text
2024-10-22 22:17:51,Zeynep,KÖTÜ,Text
2024-10-22 22:17:52,Gülbin,cidden kötü geçmişti,Text
2024-10-22 22:17:53,Zeynep,HEÇTİ,Text
2024-10-22 22:17:56,Gülbin,diğerlerinde 100leriz,Text
2024-10-22 22:17:57,Zeynep,DİYO Bİ DE,Text
2024-10-22 22:18:01,Zeynep,AMK YARAĞI,Text
2024-10-22 22:18:11,Zeynep,PİÇ,Text
2024-10-22 22:18:38,Defne,e bi zahmet amk,Text
2024-10-22 22:18:43,Defne,baya baya bayaaa iyi bi not aqqq,Text
2024-10-22 22:18:46,Defne,ur an wngineer,Text
2024-10-22 22:18:47,Defne,kendine gel,Text
2024-10-22 22:18:48,Defne,orospu,Text
2024-10-22 22:19:44,Gülbin,arkadaşlar bi de,Text
2024-10-22 22:19:46,Gülbin,kim TAimmiş,Text
2024-10-22 22:19:52,Gülbin,kimse bilmez dedne belki hatorlar,Text
2024-10-22 22:19:53,Defne,KIM,Text
2024-10-22 22:19:57,Defne,POYRAZ,Text
2024-10-22 22:20:02,Gülbin,penpal diye bi uygulama vardı,Text
2024-10-22 22:20:09,Gülbin,ordan bi çocukla tanışmıştım koça girmedn önce,Text
2024-10-22 22:20:13,Gülbin,andrew diye,Text
2024-10-22 22:20:18,Defne,AAAAAAAAAAA,Text
2024-10-22 22:20:21,Gülbin,çok iyi bi TA ona kesin git dedi barkın birden,Text
2024-10-22 22:20:23,Gülbin,dedim NEEEEE,Text
2024-10-22 22:20:24,Gülbin,ANDMDMDM,Text
2024-10-22 22:20:45,Defne,tam bilmiyorum neudi penpak,Text
2024-10-22 22:20:47,Defne,ama,Text
2024-10-22 22:20:49,Defne,bi tanidik geldi,Text
2024-10-22 22:21:01,Gülbin,ben de random indirmiştim,Text
2024-10-22 22:21:05,Gülbin,bu çocukla tanışmıştık,Text
2024-10-22 22:21:13,Gülbin,koçta AI ile uğraşıyorum demişti,Text
2024-10-22 22:25:03,Gülbin,@905378333878,Text
2024-10-22 22:25:49,Zeynep,AY NEEEEEE,Text
2024-10-22 22:26:04,Zeynep,e bu bu perşembe,Text
2024-10-22 22:26:12,Zeynep,hof benim toplantım var aq,Text
2024-10-22 22:26:55,Gülbin,zort,Text
2024-10-22 22:28:36,Zeynep,bu ne la,Text
2024-10-22 22:28:39,Zeynep,of işte,Text
2024-10-22 22:29:08,Gülbin,java,Text
2024-10-22 22:29:12,Gülbin,yazacammm,Text
2024-10-22 22:35:56,Gülbin,bugün stajdan bi çocukla kod konuşurken birden gut healthçi çıktı,Text
2024-10-22 22:36:03,Gülbin,bana tarifler verdi,Text
2024-10-22 22:36:04,Gülbin,>>>,Text
2024-10-22 23:13:22,Defne,bacım sen staj mı y,Text
2024-10-22 23:13:23,Defne,ŞLWEŞLÖEWLŞEWÖRŞLÖWE,Text
2024-10-22 23:13:24,Defne,şaka,Text
2024-10-22 23:13:29,Defne,aaaaaaaaAAAAAAAAA,Text
2024-10-22 23:13:36,Defne,çok iyi TAM SEN,Text
2024-10-22 23:13:38,Defne,ne verdi,Text
2024-10-22 23:18:44,Gülbin,ananaslı bişi varmış,Text
2024-10-22 23:18:48,Gülbin,bi de evde kefir,Text
2024-10-22 23:18:57,Gülbin,hihihiih,Text
2024-10-22 23:24:52,Defne,sıçtık,Text
2024-10-22 23:24:57,Defne,gülbine bu söylenmemeliydi,Text
2024-10-22 23:26:09,Defne,abi yaaahhh,Text
2024-10-22 23:26:12,Defne,benim,Text
2024-10-22 23:26:14,Defne,bu yorgunluk,Text
2024-10-22 23:26:15,Defne,şaka mı,Text
2024-10-22 23:26:26,Defne,hiç çalışamıom sürekli uyuom reglken özlelikle,Text
2024-10-22 23:27:14,Defne,AAAA TREASURE HUNT MUUUHHH,Text
2024-10-22 23:28:48,Defne,abi ciden,Text
2024-10-22 23:28:52,Defne,moralim bozuluyo,Text
2024-10-22 23:28:58,Defne,derste dersi anlamıyorum,Text
2024-10-22 23:29:10,Defne,akşamki felsefe dersine ve cafe crawla gidemedim,Text
2024-10-22 23:29:15,Defne,kalkamadım yataktan ciddi,Text
2024-10-22 23:29:20,Defne,ki çok istiyodum ikisiini de,Text
2024-10-22 23:29:34,Defne,dersten sonra da aşırı aşırı yorgun oluyoeum yine anlamıyroum,Text
2024-10-22 23:37:24,Zeynep,YAPMAMALIYIM Dİ Mİ,Text
2024-10-22 23:37:28,Zeynep,BÖYLE BİŞE,Text
2024-10-22 23:37:31,Zeynep,yapma zeynep diyin,Text
2024-10-22 23:37:42,Zeynep,AY NE,Text
2024-10-22 23:38:06,Zeynep,aşkm çok normal saççmalmaaaa,Text
2024-10-22 23:38:54,Zeynep,AJSKAJDLSJD,Text
2024-10-22 23:38:58,Defne,HAYIR,Text
2024-10-22 23:39:01,Defne,NONONONNONONONO,Text
2024-10-22 23:39:06,Zeynep,ABİ 12. SINIFTA ÇOK KOMİK Bİ İNSANMIŞIM,Text
2024-10-22 23:39:13,Zeynep,ÇOK EĞLENİYORUM ŞU AN GALERİMDE,Text
2024-10-22 23:39:16,Zeynep,AY Dİ Mİ,Text
2024-10-22 23:39:17,Zeynep,OHHHHH,Text
2024-10-22 23:39:21,Zeynep,😩😩😩😩,Text
2024-10-22 23:39:31,Zeynep,of buna ihtiyacım varda kankhaaağaağğağa,Text
2024-10-22 23:40:49,Gülbin,AKSMXKXMX,Text
2024-10-22 23:40:55,Gülbin,Quite literally,Text
2024-10-22 23:41:05,Zeynep,KANKAKSJAKSJAKSJS,Text
2024-10-22 23:41:18,Zeynep,AMK EVDE YAPICAK MISIN,Text
2024-10-22 23:41:18,Zeynep,NE,Text
2024-10-22 23:41:21,Zeynep,ABİ,Text
2024-10-22 23:41:26,Gülbin,kanka sen reglyken hep bçyle pluyo,Text
2024-10-22 23:41:28,Gülbin,its okay,Text
2024-10-22 23:41:30,Gülbin,hepimize oluyo da,Text
2024-10-22 23:41:31,Zeynep,JOSEPHİN RAKISINDA,Text
2024-10-22 23:41:33,Defne,-----i,Text
2024-10-22 23:41:34,Gülbin,sen bi de kansızsın,Text
2024-10-22 23:41:44,Zeynep,BİSEKSÜEL KANKAMLA BİZİM MİN KEYİF,Text
2024-10-22 23:41:44,Gülbin,hayır aşkım,Text
2024-10-22 23:41:45,Zeynep,AQ,Text
2024-10-22 23:41:46,Gülbin,biraz sarı kaldım,Text
2024-10-22 23:41:48,Gülbin,kalsın,Text
2024-10-22 23:42:01,Zeynep,O KADAR SİKİMİN UCUNDA DEĞİLMİŞ Kİ ARTIK OKULDAN GİDİYORUM DİYE HERHALDE,Text
2024-10-22 23:42:02,Gülbin,AKDKDKKX,Text
2024-10-22 23:42:12,Zeynep,hü,Text
2024-10-22 23:42:16,Zeynep,bence de bence de,Text
2024-10-22 23:42:21,Zeynep,ABSKAJSKSJSL,Text
2024-10-22 23:42:37,Defne,burda bu,Text
2024-10-22 23:42:39,Defne,reçetesiz,Text
2024-10-22 23:42:41,Defne,aldım,Text
2024-10-22 23:42:50,Gülbin,kankaaa AKDMXKXM storyme attığım kenan doğulu konseri darrrrrbuka storysinde de aynı şekilde alllaaaah diye bağırıyosun,Text
2024-10-22 23:42:59,Gülbin,yapılıyomış,Text
2024-10-22 23:43:01,Defne,SDGFHJKLŞJHGFDSDFXGCHVJBKNLMKLÖŞİ,Text
2024-10-22 23:43:08,Gülbin,AJEMDKCLLX,Text
2024-10-22 23:43:12,Defne,KESİN YAPAR,Text
2024-10-22 23:43:16,Defne,deli,Text
2024-10-22 23:43:16,Gülbin,aaaa,Text
2024-10-22 23:43:17,Zeynep,ay burda reçeteli miymişkineeee,Text
2024-10-22 23:43:19,Gülbin,iiiii iiiiii,Text
2024-10-22 23:43:25,Gülbin,AKDMXMXÖC,Text
2024-10-22 23:43:25,Zeynep,KANKA,Text
2024-10-22 23:43:26,Defne,yani bilmiyorum da hani,Text
2024-10-22 23:43:28,Zeynep,AHSMAJSKAJDMSJSKSKLSSJLSJDKSJDLS,Text
2024-10-22 23:43:30,Zeynep,DELİRCEM,Text
2024-10-22 23:43:33,Zeynep,AHSLASJALKDŞSKSLSKSŞSKSLSKS,Text
2024-10-22 23:43:35,Zeynep,NE,Text
2024-10-22 23:43:50,Zeynep,yapar aqqqqqqqq,Text
2024-10-22 23:44:06,Zeynep,annem bana şeker gibi basıyo çünkü,Text
2024-10-22 23:44:19,Defne,sinirlerim bozuk ya arkadaşlar,Text
2024-10-22 23:44:22,Defne,cidden mi,Text
2024-10-22 23:44:23,Defne,işe yarıyo mu,Text
2024-10-22 23:44:43,Defne,bi boka yaramıyorum,Text
2024-10-22 23:44:43,Zeynep,kullanırken yarıyodu aşkm,Text
2024-10-22 23:44:49,Defne,ciddi,Text
2024-10-22 23:44:51,Defne,of,Text
2024-10-22 23:45:03,Zeynep,ama benim kontrolüme geçtiğinde ben de assssla takip etmediğim için,Text
2024-10-22 23:45:04,Zeynep,saldım,Text
2024-10-22 23:45:14,Defne,eheee,Text
2024-10-22 23:45:16,Zeynep,bi gözüm açılmıştı ama o halsizlik baya azalmıştı,Text
2024-10-22 23:45:18,Zeynep,bi de,Text
2024-10-22 23:45:26,Zeynep,onun bi kullanma düzeni var ona dikkat et,Text
2024-10-22 23:45:33,Zeynep,üç ayda bir durman falan gerekiyo,Text
2024-10-22 23:45:39,Zeynep,öyle bişeler vardı,Text
2024-10-22 23:46:14,Gülbin,ya karı reglin bitsin devammmmkeeee,Text
2024-10-22 23:46:23,Gülbin,sınavların dönem sonuymuş yani manyaksın,Text
2024-10-22 23:46:24,Defne,reglken kızlar:,Text
2024-10-22 23:46:27,Gülbin,dönem de değil i guess,Text
2024-10-22 23:46:31,Gülbin,daha da uzun süre sonra,Text
2024-10-22 23:46:32,Defne,literally yıl sonu,Text
2024-10-22 23:46:34,Defne,ama herkes manyak amk,Text
2024-10-22 23:46:36,Defne,şu an,Text
2024-10-22 23:46:40,Defne,bak sorun şu,Text
2024-10-22 23:46:48,Defne,verilen problem sheetleri herkes çatır çutur yapıyo,Text
2024-10-22 23:46:51,Defne,ben bi bok anlamıom,Text
2024-10-22 23:46:52,Gülbin,ya tamam yani 2-3 gün reglyken yattın diye her şeyi kaçırmış olmicaksın,Text
2024-10-22 23:47:05,Gülbin,yardım al,Text
2024-10-22 23:47:13,Defne,evet mail attım herkese şu an,Text
2024-10-22 23:47:13,Gülbin,vardır ta falan,Text
2024-10-22 23:47:17,Gülbin,he süper,Text
2024-10-22 23:47:28,Gülbin,hallolacakkkk,Text
2024-10-22 23:47:31,Gülbin,arap atı,Text
2024-10-22 23:47:35,Defne,ŞÖDŞLÖFLÖŞAÖŞÖFDLÖFÖ,Text
2024-10-22 23:47:36,Gülbin,bi açılsan hepsini sollarsın,Text
2024-10-22 23:47:40,Defne,mf1,Text
2024-10-22 23:47:48,Gülbin,smdmmssnns yess daphneeer,Text
2024-10-22 23:47:54,Defne,abi,Text
2024-10-22 23:47:55,Defne,bugün,Text
2024-10-22 23:47:59,Defne,şeyi çok iyi gözlemledim,Text
2024-10-22 23:48:12,Defne,insanlar bazı yönlerden daha iyi olabiliyo bazı yönlerden kötü cart curt,Text
